index	code	severity	ratio	expected	transcript	missing_words	inserted_words
573	num064	repeat	0.381	five percent po ang bawas sa mga transaksyong gumagamit ng credit card.	5% pambawas sa mga transaksiyong dumadamit na credit card.	five percent po ang bawas transaksyong gumagamit ng	5 pambawas transaksiyong dumadamit na
882	prc023	repeat	0.381	yes, three hundred na lang po ang babayaran niyo para diyan.	Yes, 300 na po ang babayanan, nyo pa na dyan.	lang three hundred babayaran niyo para diyan	300 babayanan nyo pa na dyan
925	prc066	repeat	0.381	kung babawasan ng ten percent, magiging nine hundred na lang po siya.	Kung babuwasang ng 10%, magiging 900 na ng pusya.	babawasan ten percent nine hundred lang po siya	babuwasang 10 900 ng pusya
42	cls043	repeat	0.385	bukas po nang umaga namin sisimulan ang pagbalot ng inyong mga gamit.	Bukos po lang ang mabanda namin, sisi mula ng pabarad ng inyong mga damit.	bukas nang umaga sisimulan ang pagbalot gamit	bukos lang ang mabanda sisi mula ng pabarad damit
165	dlv066	repeat	0.385	pwede po ninyong piliin kung kailan ninyo gustong matanggap ang inyong package.	Pwede po rin yung piling ko kaila niya gusto mata ang rapang inyong package.	ninyong piliin kung kailan ninyo gustong matanggap	rin yung piling ko kaila niya gusto mata rapang
168	dlv069	repeat	0.385	gusto niyo po ba ng door to door delivery o branch pick up?	Be sure you go when an door-to-door delivery or branch pickup.	gusto niyo po ba ng o pick up	be sure you go when an or pickup
218	dlv119	repeat	0.385	ang byahe po ng barko ay tuwing biyernes lamang para sa probinsya ninyo.	Ang viahe po na bar ko at wingbeariness damang para sa Provencia ninyo.	byahe ng barko ay tuwing biyernes lamang probinsya	viahe na bar ko at wingbeariness damang provencia
229	dlv130	repeat	0.385	bago po natin ipa book, paki confirm muna ang eksaktong sukat ng inyong kahon.	Babupon natin ipabok, bakay confirm mo na exactong sukat ng inyong pahon.	bago po ipa book paki muna ang eksaktong kahon	babupon ipabok bakay mo na exactong pahon
661	obj052	repeat	0.385	okay po, pag isipan niyo munang mabuti para hindi kayo maghinayang sa huli.	Pocay po, pagdisipan yung muna mabute para hindi kayo imagina'in sa hore.	okay pag isipan niyo munang mabuti maghinayang huli	pocay pagdisipan yung muna mabute imagina in hore
687	obj078	repeat	0.385	ipangangako ko po na mas maganda ang inyong magiging karanasan sa amin ngayon.	Yipen na nga kukupo na mas padandangin yung magiging kanalasan sa amin ninyayon.	ipangangako ko po maganda ang inyong karanasan ngayon	yipen na nga kukupo padandangin yung kanalasan ninyayon
720	obj111	repeat	0.385	walang problema kung kailangan ninyong magtanong muna sa inyong mga kasama sa bahay.	Wala mo ba'y makupaidangan yung utanong muna sa inyong manakasama sa bahay.	walang problema kung kailangan ninyong magtanong mga kasama	wala mo ba y makupaidangan yung utanong manakasama
723	obj114	repeat	0.385	huwag ninyong isipin na scam ito, nagbabayad po kami ng tamang buwis taon taon.	Pong new isipinas kami ito, nalbabahit po kami ng tamang buwistakon-takon.	huwag ninyong isipin na scam nagbabayad buwis taon	pong new isipinas kami nalbabahit buwistakon takon
815	pay056	repeat	0.385	i scan niyo lang po ang qr code na ipapadala ko sa inyo ngayon.	Isan nilang po ang prepode na ita, padan ako sa inyo mayyan.	i scan niyo lang qr code ipapadala ko ngayon	isan nilang prepode ita padan ako mayyan
834	pay075	repeat	0.385	idadagdag po namin ang utang ninyo sa inyong susunod na billing cycle.	Ida-da-da punay may nang utani ninyo sa inyong susunod ng billing ticker.	idadagdag po namin ang utang na cycle	ida da da punay may nang utani ng ticker
910	prc051	repeat	0.385	naku po, pasensya na dahil hindi na po valid yung binigay ninyong voucher code.	Nakopo, pasensyan ang dahay hindi na bubalay din binigayin yung voucher code.	binigay ninyong naku po pasensya na dahil valid	nakopo pasensyan ang dahay bubalay din binigayin
1089	prd080	repeat	0.385	mas mabilis po uminit yung bagong labas na model kumpara doon sa luma.	Basmobis po omit yung babong labas ng model kung parado'on sa ruma.	mas mabilis uminit bagong na kumpara doon luma	basmobis omit babong ng kung parado on ruma
471	grt062	repeat	0.387	magandang araw! salamat sa pagpili sa aming shop, may order po ba kayong ipapa follow up?	Uden dahara ako, salamat sa pagpinisa amin siya. May order ko bakit ipapap-follow up.	magandang araw pagpili sa aming shop po ba kayong ipapa	uden dahara ako pagpinisa amin siya ko bakit ipapap
28	cls029	repeat	0.4	two thousand five hundred pesos po ang total ng inyong bibilhin.	2,500 pesos po ang totam na inyong bibezin.	two thousand five hundred total ng bibilhin	2 500 totam na bibezin
50	cls051	repeat	0.4	sige po, asahan niyo pong darating iyan sa lalong madaling panahon!	Sige po, asahing ipundalating yan sa lalo, madaling panahuan.	asahan niyo pong darating iyan lalong panahon	asahing ipundalating yan lalo panahuan
60	cls061	repeat	0.4	walang anuman po, isang malaking karangalan ang paglingkuran kayo ngayong araw na ito!	Walang anong malapos sa mga lalala ng pagdinko ngayong araw na ito.	anuman po isang malaking karangalan ang paglingkuran kayo	anong malapos sa mga lalala ng pagdinko
177	dlv078	repeat	0.4	iiwan na lang daw po ng rider sa guard house ang inyong parcel.	Iwan na nanda po na rider sa Dwarth House ng Indian Parcell.	iiwan lang daw ng guard ang inyong parcel	iwan nanda na dwarth ng indian parcell
246	dlv147	repeat	0.4	dadaan po muna sa main hub ang inyong package bago pumunta diyan.	Dadan po muna sa main harbalin yung package, waw po po monta-djany.	dadaan hub ang inyong bago pumunta diyan	dadan harbalin yung waw po po monta djany
248	dlv149	repeat	0.4	kapag umulan po nang malakas, ititigil muna ng rider ang pag deliver niya.	Tapag umulan po lahulakas, ititidil mo na na rider ang paddelivery niya.	kapag nang malakas ititigil muna ng pag deliver	tapag lahulakas ititidil mo na na paddelivery
249	dlv150	repeat	0.4	pwede po ninyong tawagan ang numero ng driver kapag nandiyan na siya.	Pwede po ninyo Tagalog na nang number ng driver ko apag nanjana siya.	ninyong tawagan ang numero kapag nandiyan na	ninyo tagalog na nang number ko apag nanjana
319	fup010	repeat	0.4	tumatawag po ako para i reschedule ang ating napag usapang delivery date kahapon.	Tomatawap ako para in-schedule ng ating napangbusap ng delivery date kahapun.	tumatawag po i reschedule ang napag usapang kahapon	tomatawap in schedule ng napangbusap ng kahapun
384	fup075	repeat	0.4	pasensya na po kung na ulit ang pagtawag ko, nais ko lang po talagang makasiguro.	Pasensyon na po ako naulit ng pangtawa ko. Nais ko lang putan na lang makasiguno.	pasensya kung na ulit ang pagtawag po talagang makasiguro	pasensyon ako naulit ng pangtawa putan na lang makasiguno
460	grt051	repeat	0.4	welcome back po! salamat at tumawag kayo ulit sa amin. tuloy po natin ang usapan.	Bukitang bag po, sila makapit mo ako kaya ulit sa amin. Tuwepo natin na usapan.	welcome back salamat at tumawag kayo tuloy po ang	bukitang bag sila makapit mo ako kaya tuwepo na
591	num082	repeat	0.4	five thousand eight hundred pesos po ang total ng biniling kagamitan.	P5,800 po ang total ng meniling ka-damitan.	five thousand eight hundred pesos biniling kagamitan	p5 800 meniling ka damitan
693	obj084	repeat	0.4	asahan po ninyo na tutulungan ko kayo mula ngayon hanggang makuha ang parcel.	Saan po ninyo natutolong mamukayo mo lang mayyong hanggang bakuka ang parcel?	asahan na tutulungan ko kayo mula ngayon makuha	saan natutolong mamukayo mo lang mayyong bakuka
705	obj096	repeat	0.4	hayaan ninyong ipakita ko kung gaano kaganda ang ginamit na materyales dito.	Hayanin yung ipakita ko kung baka ano ka gandaan dinamit na matayales dito.	hayaan ninyong gaano kaganda ang ginamit materyales	hayanin yung baka ano ka gandaan dinamit matayales
797	pay038	repeat	0.4	aasikasuhin ko po agad ang inyong refund request para hindi kayo maghintay.	Asi taswing ko po abadangin yung B-Fundway, pues para hindi kayo magintay.	aasikasuhin agad ang inyong refund request maghintay	asi taswing abadangin yung b fundway pues magintay
805	pay046	repeat	0.4	maaari po ninyong ipadala ang bayad sa aming opisyal na bank account.	Makaripuhin yung hipad na lang buy at sa aming official na bank account.	maaari po ninyong ipadala ang bayad opisyal	makaripuhin yung hipad na lang buy at official
870	prc011	repeat	0.4	swerte po ninyo, nag extend kami ng flash sale hanggang mamayang gabi!	Shwetit po ninyo, bagay xe namin ang flash sale, handong mamay ang gabi.	swerte nag extend kami ng hanggang mamayang	shwetit bagay xe namin ang handong mamay ang
883	prc024	repeat	0.4	naku, sakto po dahil may pa voucher pa po tayo sa inyo!	Nakusak tapo dahil may paboucher paputay sa inyo.	naku sakto po pa voucher tayo	nakusak tapo paboucher paputay
958	prc099	repeat	0.4	four hundred seventy five pesos po ang eksaktong halaga.	475 pesos po ang exaktong halagla.	four hundred seventy five eksaktong halaga	475 exaktong halagla
970	prc111	repeat	0.4	fifty percent po muna ang kailangan nating ideposito bago natin i process.	50% po mo na ang kajangan natin di posito bako natin i-process.	fifty percent muna kailangan nating ideposito bago	50 mo na kajangan natin di posito bako
985	prc126	repeat	0.4	nakuha niyo po iyan sa mas murang halaga dahil sa promo nung nakaraang lingo.	Nakukahan niya po yan sa mas muna ang haladad dahil sa promo ng nakara ng lingko.	nakuha niyo iyan murang halaga nung nakaraang lingo	nakukahan niya yan muna ang haladad ng nakara ng lingko
1092	prd083	repeat	0.4	dalawang taon po ang warranty niyan mula nang bilhin niyo sa amin.	Delobong taon po ang gawad ng tingyan nula ng bidding nyo sa amin.	dalawang warranty niyan mula nang bilhin niyo	delobong gawad ng tingyan nula ng bidding nyo
90	cls091	repeat	0.414	malugod po kaming nagpapasalamat sa inyong pagtangkilik, hanggang sa muli nating pag uusap bukas!	Manugot po kaming nadbapasalamat sa inyong pood ng kilit. Anong samarin natin pag usap bukas.	malugod nagpapasalamat pagtangkilik hanggang sa muli nating uusap	manugot nadbapasalamat pood ng kilit anong samarin natin usap
695	obj086	repeat	0.414	alam ko pong nag aalinlangan kayo sa ngayon, kaya andito ako para mag paliwanag.	Palam ko po medaaling lang ang kaya sa ngayon. Kaya ang dito ako para mapaliwanad.	alam pong nag aalinlangan kayo andito mag paliwanag	palam po medaaling lang ang kaya ang dito mapaliwanad
857	pay098	repeat	0.414	i verify ko lang sa bangko kung pumasok na yung tseke na idineposito ninyo.	Iverify ko lang sa bank ko kung pumasok na in-chatin ay din ipokitanin nyo.	i verify bangko yung tseke na idineposito ninyo	iverify bank ko in chatin ay din ipokitanin nyo
206	dlv107	repeat	0.417	mula po dito, ibabyahe po iyan ng courier papunta sa norte.	Uyaw po dito, iba beahe po yan ang courier pa punta sa Nord.	mula ibabyahe iyan ng papunta norte	uyaw iba beahe yan ang pa punta nord
288	eng039	repeat	0.417	you can reach us at zero nine one seven, three four five, six seven eight nine.	You can reach us at 0917-345-6789.	zero nine one seven three four five six eight	0917 345 6789
347	fup038	repeat	0.417	binabalikan ko lang po kayo tungkol sa ten percent na napag usapan natin.	Minabalikan mo lang po kayutang ko sa 10% na napabosapan natin.	binabalikan ko kayo tungkol ten percent napag usapan	minabalikan mo kayutang ko 10 napabosapan
358	fup049	repeat	0.417	makakaasa kayong hihintayin ko ang inyong pagbabalik tuwing kailangan ninyo ng tulong.	Maka kasakayong higitayin ko ang inyong pang babalay. Tuwing kailangan inyong nagtulog.	makakaasa kayong hihintayin pagbabalik ninyo ng tulong	maka kasakayong higitayin pang babalay inyong nagtulog
650	obj041	repeat	0.417	nasa inyo po ang huling desisyon kung itutuloy ninyo ang pagbili ngayon.	Nasayin niyo pa ang huling decision kung itotulin niyo ang pabilingay ngayon.	nasa inyo po desisyon itutuloy ninyo pagbili	nasayin niyo pa decision itotulin niyo pabilingay
802	pay043	repeat	0.417	ang natitirang balanse po ay babayaran ninyo pagdating ng inyong mga gamit.	Ang matitirang barang sipo ay babayanan nyo pagdating ang inyong mga damit.	natitirang balanse po babayaran ninyo ng gamit	matitirang barang sipo babayanan nyo ang damit
828	pay069	repeat	0.417	ang refund po ay umaabot ng tatlo hanggang limang araw bago makuha.	Ang refund po ayaw maabot ng 3-5 a.m. bago makuka.	ay umaabot tatlo hanggang limang araw makuha	ayaw maabot 3 5 a m makuka
840	pay081	repeat	0.417	bawal po ang installment plan para sa mga produktong naka sale na ngayon.	Mawad pawang installing plan para sa mga produk paong nakasil ngayon.	bawal po ang installment produktong naka sale na	mawad pawang installing produk paong nakasil
944	prc085	repeat	0.417	siningil po kayo ng extra dahil nag request po kayo ng express delivery.	Sinigil bukayo na extra dahil nai-request bukayo na Express Delivery.	siningil po kayo ng nag	sinigil bukayo na nai bukayo na
367	fup058	repeat	0.429	sakali pong may concern kayo sa items, pwede niyo akong tawagan anumang oras.	Sa halibong may concern there sa items, pwede nyo kung tavaran na nang mong oras.	sakali pong kayo niyo akong tawagan anumang	sa halibong there nyo kung tavaran na nang mong
376	fup067	repeat	0.429	kung sakaling may mairekomenda kayong kakilala, bibigyan namin kayo ng libreng shipping ngayon.	Usakaling mo'y mag-recomenda kayo kakilala, bibil yan namin kayo ng living shipping ngayon.	kung sakaling may mairekomenda kayong bibigyan libreng	usakaling mo y mag recomenda kayo bibil yan living
506	grt097	repeat	0.429	pasensya na po ulit sa delay, ginagawa na po namin ang lahat ng paraan.	Pasang siya na pulit sa delay, di nago ko namin ng lahat ng paan.	pasensya po ulit ginagawa na ang paraan	pasang siya pulit di nago ko ng paan
808	pay049	repeat	0.429	paki check po kung tama ang account name bago ninyo i send ang pera.	Sa-check po kung tama ang akon na yung bago nangyari saan ng pere.	paki account name ninyo i send ang pera	sa akon na yung nangyari saan ng pere
893	prc034	repeat	0.429	hayaan niyo po, itototal ko ulit para makita niyo na tama ang computation.	Hayaan n'yo po, ito-tol-tol-gulit para makikitan nyo na tama ang competition.	niyo itototal ko ulit makita computation	n yo ito tol tol gulit makikitan nyo competition
47	cls048	repeat	0.435	yay, confirmed na po ang inyong order at ready na for shipping!	Yay! Confirm that ball in your order at Reddina for shipping.	confirmed na po ang inyong ready	confirm that ball in your reddina
144	dlv045	repeat	0.435	handa na po ang inyong package at naghihintay na lang sa rider!	Handan na po yung package at naki-himpay na nang surider.	handa ang inyong naghihintay lang sa rider	handan yung naki himpay nang surider
549	num040	repeat	0.435	saturday, august twenty nine po natin i schedule ang inyong delivery ngayon.	Sat or day, August 29, nating schedule ang yung delivery ngayon.	saturday twenty nine po natin i inyong	sat or day 29 nating yung
564	num055	repeat	0.435	october thirteen po ang birthday ng aming business partner ngayong taon.	Paktobr 13 po ang birte na hamming business partner niya yung taon.	october thirteen birthday ng aming ngayong	paktobr 13 birte na hamming niya yung
659	obj050	repeat	0.435	hihintayin ko po ang inyong tawag kung kailan ninyo gustong umorder.	Kisintayin ko po ang inyong tawag kong kaisan niyo gusto ng order.	hihintayin kung kailan ninyo gustong umorder	kisintayin kong kaisan niyo gusto ng order
704	obj095	repeat	0.435	wag po kayong kabahan sa online payment, ire resibo po namin agad iyan.	Pwumpukaw yung kabahan sa online payment, inilisi buko namin nagdadiyan.	wag po kayong ire resibo agad iyan	pwumpukaw yung inilisi buko nagdadiyan
775	pay016	repeat	0.435	na receive na po namin ang inyong resibo kaya tuloy na ang transaction.	Narisita po namin ang inyong resebo kaya tori ng transaksyon.	na receive resibo tuloy ang transaction	narisita resebo tori ng transaksyon
776	pay017	repeat	0.435	magandang balita po, kumpleto na ang inyong hulog para sa buwang ito.	Magandang balita po, kompieto lang yung log ba sa buwong ito.	kumpleto na ang inyong hulog para buwang	kompieto lang yung log ba buwong
781	pay022	repeat	0.435	sakto po ang inyong ibinayad kaya wala na pong sukli na kailangan.	Sakto pa rin yung binayat ayaw, wala na pungsuklin na kailangan.	po ang inyong ibinayad kaya pong sukli	pa rin yung binayat ayaw pungsuklin
816	pay057	repeat	0.435	bale two thousand five hundred po ang kailangan ninyong i transfer sa amin.	Madig 2,500 po ang kailangan yung itransfer sa amin.	bale two thousand five hundred ninyong i transfer	madig 2 500 yung itransfer
848	pay089	repeat	0.435	tatlong buwan po ninyong huhulugan ang inyong kinuha na package sa amin.	Takambuan po ninyong huluban ng inyong kinuhaw na pake siya amin.	tatlong buwan huhulugan ang kinuha package sa	takambuan huluban ng kinuhaw pake siya
867	prc008	repeat	0.435	sulit na sulit po ito dahil libre na rin ang pagpapa deliver.	Suwet sa suwet po ito dahil libe namin ang pagpapad deliver.	sulit na libre rin pagpapa	suwet sa suwet libe namin pagpapad
982	prc123	repeat	0.435	ang puhunan lang po namin diyan ay halos kalahati ng bentahan ngayon.	Ampug ng 60 namin dyan ay halos palahati ng bentahan yun.	ang puhunan lang po diyan kalahati ngayon	ampug ng 60 dyan palahati yun
31	cls032	repeat	0.438	iche check po muna nila nang maigi ang bawat item bago tuluyang ipasok sa kahon.	It's a check po mo na nilandong may day ang bawat item babutunway ipasok sa kakon.	iche muna nila nang maigi bago tuluyang kahon	it s a mo na nilandong may day babutunway kakon
85	cls086	repeat	0.444	maraming salamat sa napakagandang transaksyon natin, nawa ay masiyahan kayo sa inyong binili!	Marami salamat sa napakadandan transasyon natin na why mas yahan tayo sa inyong binili.	maraming napakagandang transaksyon nawa ay masiyahan kayo	marami napakadandan transasyon na why mas yahan tayo
95	cls096	repeat	0.444	maraming salamat po sa napakabilis ninyong pagtugon, isang magandang hapon po sa inyo!	Manami sananat po sa nakakabidisi yung pagtubon, isa maganda ng hapon po sa inyo!	maraming salamat napakabilis ninyong pagtugon isang magandang	manami sananat nakakabidisi yung pagtubon isa maganda ng
143	dlv044	repeat	0.444	pwede po nating ipadala agad ito via lalamove kung nagmamadali po kayo.	Pwede po nating ipadalaad na dito, vayon na nang mub kung nang mamadali po kayo.	ipadala agad ito via lalamove nagmamadali	ipadalaad na dito vayon na nang mub nang mamadali
311	fup002	repeat	0.444	hello po, nagbabasakali lang kung kailangan niyo pa rin yung kinowt namin kanina.	Helo po, nabababak sa kalig lang kung kailangan yung paing yung kinawag namin danina.	niyo pa rin hello nagbabasakali kinowt kanina	helo nabababak sa kalig paing yung kinawag danina
323	fup014	repeat	0.444	nais ko lang po kamustahin kung nakuha na ninyo nang maayos ang inyong package.	Nais, palang pukamustayin kung nakuku ka na ninyo ng maayas ng inyong package.	ko lang po kamustahin nakuha nang maayos ang	palang pukamustayin nakuku ka ng maayas ng
333	fup024	repeat	0.444	sorry po kung napilitan akong tawagan kayo ulit para sa kulang ninyong dokumento.	Sorry po kong napilitan akong tawad van tayo ulait para sa kuulang niyan documento.	kung tawagan kayo ulit kulang ninyong dokumento	kong tawad van tayo ulait kuulang niyan documento
483	grt074	repeat	0.444	huwag po kayong mag panic, ako na po ang bahalang mag track ng package niyo.	Magpukoy ang panit. Ako na po ang bahara magdak ng package nyo.	huwag po kayong mag panic bahalang track niyo	magpukoy ang panit bahara magdak nyo
487	grt078	repeat	0.444	ay, sorry po naputol ang tawag natin kanina. saan po ba tayo huminto?	AIS, sorry po na puto na paawag natin jalina. Saan po ba tayong minto?	ay naputol ang tawag kanina tayo huminto	ais na puto na paawag jalina tayong minto
675	obj066	repeat	0.444	nauunawaan ko po kung bakit kayo nagdududa, ngunit libo na ang aming parokyano.	Naunawan ko po kong bakit siya na dindunda, mong nitsibon ang aming parokyan, no?	nauunawaan kung kayo nagdududa ngunit libo parokyano	naunawan kong siya dindunda mong nitsibon parokyan no
729	obj120	repeat	0.444	hindi ninyo kailangang magmadali, nandito lamang ako kung sakaling handa na kayo.	Hindi ninyo kayo lang ang mabadalay na dito lang ako kung sakaring handan na kayo.	kailangang magmadali nandito lamang sakaling handa	kayo lang ang mabadalay na dito lang sakaring handan
740	obj131	repeat	0.444	hindi po tayo manloloko, kaya wag po kayong mag alala sa inyong idedeposito.	Hindi po tayong manano ko, kaya wag po kayong magalalasa in yung idadi posito.	tayo manloloko mag alala sa inyong idedeposito	tayong manano ko magalalasa in yung idadi posito
1004	prc145	repeat	0.444	kapag inalis ko po ito, magiging three thousand na lang ang babayaran niyo.	Tapad inales ko po ito, mo daging 3,000 na lang ang baobayalan nyo.	kapag inalis magiging three thousand babayaran niyo	tapad inales mo daging 3 000 baobayalan nyo
1088	prd079	repeat	0.444	kung o order po kayo ngayon, iseseparate ko na po yung item ninyo.	Kung waw order buhay mo yun, is it separate na po yung item dinyo.	o po kayo ngayon iseseparate ko ninyo	waw buhay mo yun is it separate dinyo
127	dlv028	repeat	0.455	wag po kayong mag alala, babalik ang rider bukas kung wala kayo ngayon.	Magpukay magalala. Mabalik ang rider bukas kung malakayong ngayon.	wag po kayong mag alala babalik wala kayo	magpukay magalala mabalik malakayong
222	dlv123	repeat	0.455	hihingi po ako ng update sa aming logistics team mamayang hapon.	Hindi pa ko na update sa aming logistic steam mamayang hapon.	hihingi po ako ng logistics team	hindi pa ko na logistic steam
546	num037	repeat	0.455	two thousand one hundred pesos po ang naging kabuuang gastos sa materials.	2100 pesos po ang nating kabo ang Dastos sa materials.	two thousand one hundred naging kabuuang gastos	2100 nating kabo ang dastos
563	num054	repeat	0.455	twenty people po ang kasalukuyang nagtatrabaho sa aming opisina sa taytay.	Kuyantipibo po ang pasanong kuyang natakrabawa sa aming ofisina sa TaiTai.	twenty people kasalukuyang nagtatrabaho opisina taytay	kuyantipibo pasanong kuyang natakrabawa ofisina taitai
598	num089	repeat	0.455	eighteen pieces po ang inorder ng ating suking kliyente sa rizal.	Dating pieces to ang inorder na hatin suking cliente sa bisal.	eighteen po ng ating kliyente rizal	dating to na hatin cliente bisal
633	obj024	repeat	0.455	sorry po kung mukhang scam, pero legit po ang aming online shop.	Sorry po kumukang sam, pero nagigit po kami online siya.	kung mukhang scam legit ang aming shop	kumukang sam nagigit kami siya
747	obj138	repeat	0.455	narito po kami upang magbigay ng solusyon sa inyong matagal na problema.	Naritupo kami yung pamabigay na solusyon sa inyong matadana problema.	narito po upang magbigay ng matagal na	naritupo yung pamabigay na matadana
811	pay052	repeat	0.455	kalahati po muna ang ibabayad niyo tapos yung kalahati ay sa katapusan.	Kalahati pang muna ay babayrio tapos yung palahati ay sapataposan.	po ang ibabayad niyo kalahati sa katapusan	pang ay babayrio palahati sapataposan
824	pay065	repeat	0.455	kung gusto niyo po ay i bank transfer na lang ang buong halaga.	Musi pa ibang transfer na lang ang buong halada.	kung gusto niyo po ay i bank halaga	musi pa ibang halada
864	prc005	repeat	0.455	makakatipid po kayo ng five hundred kapag kinuha niyo ang buong set.	Makakatipin po kayo ng 500 apang kinuan yung buong set.	makakatipid five hundred kapag kinuha niyo ang	makakatipin 500 apang kinuan yung
971	prc112	repeat	0.455	yung susunod na payment niyo po ay naka schedule sa katapusan ng buwan.	Binsus na napimidipo ay nakaskadol sa katapaposan ng buwan.	yung susunod payment niyo po naka schedule katapusan	binsus napimidipo nakaskadol katapaposan
7	cls008	repeat	0.462	sigurado pong matatanggap ninyo nang maayos ang lahat ng inyong binili ngayon.	Sige ron ay pumakatantap ninyo ng mga ayas ang lahat ng inyong bindi ngayon.	sigurado pong matatanggap nang maayos binili	sige ron ay pumakatantap ng mga ayas bindi
481	grt072	repeat	0.462	titignan ko muna sa aming listahan kung kumpirmado na ang inyong naging transaksyon.	Titing na kong muna sa amilistahan kong permadal na ang inyong maging transaksyon.	titignan ko aming listahan kung kumpirmado naging	titing na kong amilistahan kong permadal maging
541	num032	repeat	0.462	seven twenty pesos po ang dapat niyong i transfer sa aming gcash account.	$7.20 po ang dapat nyo e-transfer sa aming G-tash akong.	seven twenty pesos niyong i gcash account	7 20 nyo e g tash akong
587	num078	repeat	0.462	seven thirty pm po tayo mag uusap ulit tungkol sa inyong order.	7.30 p.m. po, tayo mag-boost sa ponetong ko sa inyong order.	seven thirty pm uusap ulit tungkol	7 30 p m boost sa ponetong ko
665	obj056	repeat	0.462	wag kayong mag alala, one hundred percent authentic po itong ibinebenta namin sa inyo.	Okay mo talala, 100% authentic po itong ibe-benta namin sa inyo.	wag kayong mag alala one hundred percent ibinebenta	okay mo talala 100 ibe benta
713	obj104	repeat	0.462	legit na legit po kami, kaya wag po kayong matakot mag transact ngayon.	Bidita n'Nigit po kami, kaya wang po kayo matakot mo transak ngayon.	legit na wag kayong mag transact	bidita n nigit wang kayo mo transak
714	obj105	repeat	0.462	makakaasa kayong hindi namin sasayangin ang tiwalang ibinibigay ninyo sa aming tindahan.	Makakaasak kayong hindi namin sa sayang inanti, walang hindi nibigayin nyo sa aming tindahan.	makakaasa sasayangin ang tiwalang ibinibigay ninyo	makakaasak sa sayang inanti walang hindi nibigayin nyo
728	obj119	repeat	0.462	kahit mas mura yung sa kabila, garantisado namang tatagal itong sa aming shop.	Kahit mas mula yung sakabila, darang tisadan ang magtapadwalit ang sa aming shop.	mura sa kabila garantisado namang tatagal itong	mula sakabila darang tisadan ang magtapadwalit ang
735	obj126	repeat	0.462	huwag kayong mag alala kung nakaranas kayo ng palpak na order noong mga nakaraan.	Popay ang mga lalakong nakaranaskin ng palpak na order ng mga nakaraan.	huwag kayong mag alala kung nakaranas kayo noong	popay ang mga lalakong nakaranaskin ng
849	pay090	repeat	0.462	kapag card po ang gamit, may dagdag na bank charge na five percent.	Tapag-card po ang gamit may day that the bank charged you 5%.	kapag dagdag na charge five percent	tapag day that the charged you 5
901	prc042	repeat	0.462	sige po, aayusin ko ang presyo para pasok sa budget na sinabi niyo.	Sige po, ayusin kong price mo kala pasok sa Biden na sinabi nyo.	aayusin ko ang presyo para budget niyo	ayusin kong price mo kala biden nyo
994	prc135	repeat	0.462	wala na po tayong magagawa sa presyo kasi system generated na po iyan.	Gula na po tayo magagawa sa price o kasi sista engine na rindadapoyan.	wala tayong presyo system generated po iyan	gula tayo price o sista engine rindadapoyan
1003	prc144	repeat	0.462	ang computation po nito ay base sa dami ng kinuha ninyong produkto kanina.	Ang competition punito ay basu sa dami ng kinuhayin niyang produkto kani na.	computation po nito base kinuha ninyong kanina	competition punito basu kinuhayin niyang kani na
1038	prd029	repeat	0.462	yes po, sakto dahil kakadating lang ng mga bagong stocks natin kanina.	Yes po, sak pa dahil takadating nga nga mga bakong stocks natin din na.	sakto kakadating lang ng bagong kanina	sak pa takadating nga nga bakong din na
1048	prd039	repeat	0.462	yes po, available ang lahat ng sizes mula small hanggang extra large.	Yes, baka video ba lahat ng sizes mo last month ang nang extra-large?	po available ang mula small hanggang	baka video ba mo last month ang nang
387	fup078	repeat	0.467	kung may mga kakilala kayong naghahanap ng murang kagamitan, huwag kalimutang banggitin ang pangalan namin.	Kung may mga kakailala kayong nagdahanap ng maurang katamitan, uwa kalimutan baniti ng pangalan namin.	kakilala naghahanap murang kagamitan huwag kalimutang banggitin ang	kakailala nagdahanap maurang katamitan uwa kalimutan baniti ng
493	grt084	repeat	0.467	hello po, magandang araw! si tricia po ito, anong maitutulong ko sa order niyo?	Helo kong magandang araw. Sitwi siya po ito. Anong ay dito mo po sa order nyo?	hello po si tricia maitutulong ko niyo	helo kong sitwi siya ay dito mo po nyo
119	dlv020	repeat	0.476	huwag pong mabahala, sigurado pong darating ang order ninyo bago mag weekend.	Pong pumabahala, sigurado pundalating ang order niyo bago maglikin.	huwag mabahala pong darating ninyo mag weekend	pumabahala pundalating niyo maglikin
521	num012	repeat	0.476	three thousand eight hundred seventy five pesos po ang kabuuang babayaran ninyo.	3,875 pesos po ang tabu ang babayaran ninyo.	three thousand eight hundred seventy five kabuuang	3 875 tabu ang
559	num050	repeat	0.476	september ten po magtatapos ang ating malaking end of season sale.	September pin pumag tapakos ang ating manaking endang season sale.	ten po magtatapos malaking end of	pin pumag tapakos manaking endang
576	num067	repeat	0.476	three twenty pesos po ang ipapadala ninyong bayad sa aming gcash.	$3.20 po ang ipapadahan yung bayad sa aming Zcash.	three twenty pesos ipapadala ninyong gcash	3 20 ipapadahan yung zcash
897	prc038	repeat	0.476	huwag pong mabahala, pwede naman po nating i refund kapag may sumobra.	Magpumabahala, pwede naman po natin nilifan kapag may sumoba.	huwag pong mabahala nating i refund sumobra	magpumabahala natin nilifan sumoba
