index	code	severity	small_ratio	turbo_ratio	likely_words	expected	small	turbo
590	num081	critical	0.526	0.6	seven, hundred, ibinigay, amin, kanina, reference	reference number seven hundred po ang ibinigay sa amin kanina.	Reference number 700 po ang nabinigay sa aming ganina.	My friends number 700 po ang ibinigay sa amin ganina.
240	dlv141	critical	0.609	0.522	isasama, mapa, ng, inyong, maligaw, sila	isasama ko po ang mapa ng inyong bahay para hindi sila maligaw.	Sasama ko po ang mapanain ang bahay para hindi sila malidaw.	Sasama ko po ang mapanain yung bahay para hindi silang malidaw.
659	obj050	critical	0.435	0.696	hihintayin, kung, kailan, ninyo, gustong, umorder	hihintayin ko po ang inyong tawag kung kailan ninyo gustong umorder.	Kisintayin ko po ang inyong tawag kong kaisan niyo gusto ng order.	Kihintayin ko po ang inyong tawag kung kailan ninyo gusto ang order.
1103	prd094	critical	0.538	0.593	pong, medium, gusto, niyo, yung, freesize	kung wala pong medium, baka gusto niyo po i try yung freesize namin?	Kung wala po medyong baka buxier po i-try ang free size namin.	Kung wala po medyo, baka mas sheer po, i-try yung free size namin.
85	cls086	critical	0.444	0.692	maraming, napakagandang, transaksyon, nawa, ay, masiyahan, kayo	maraming salamat sa napakagandang transaksyon natin, nawa ay masiyahan kayo sa inyong binili!	Marami salamat sa napakadandan transasyon natin na why mas yahan tayo sa inyong binili.	Maraming salamat sa napakadandang transaksyon natin na waay masiyahan tayo sa inyong binili.
740	obj131	critical	0.444	0.692	tayo, manloloko, mag, alala, sa, inyong, idedeposito, wag, kayong	hindi po tayo manloloko, kaya wag po kayong mag alala sa inyong idedeposito.	Hindi po tayong manano ko, kaya wag po kayong magalalasa in yung idadi posito.	Hindi po tayo mananoko, kaya huwag po kayo mag-alala sa inyong idadeposito.
65	cls066	critical	0.5	0.64	lubos, kaming, nagpapasalamat, pagbili, magandang, araw	lubos po kaming nagpapasalamat sa inyong pagbili, magandang araw po sa inyo!	Lubus po kaminan, papasalamat sa inyong pabilik. Madendang hara po sa inyo.	Lubos po kami ng papasalamat sa inyong pabili. Magandang harap po sa inyo.
753	obj144	critical	0.5	0.64	ipapaubaya, ko, pagpapasya, kong, alam, ninyo, ang	ipapaubaya ko sa inyo ang pagpapasya dahil alam kong alam ninyo ang tama.	Papabay ako sa inyo ang pod baka siya dahil alam kung alan nyo ang tama.	Ipapaubay ako sa inyo ang pagpapasya dahil alam kung alam yun tama.
821	pay062	critical	0.5	0.64	kapag, gamit, real, po, bayad, ninyo, maya	kapag maya po ang gamit, real time po pumapasok ang bayad ninyo.	Tapag maya po ang damit, well time pa pumapasok ang buying nyo.	Tapag mayar po ang gamit, we are time po pumapasok ang buy ninyo.
973	prc114	critical	0.5	0.64	nakadepende, po, layo, address, babayaran, courier	nakadepende po talaga sa layo ng inyong address ang babayaran sa courier.	Naka-dependipong talaga sa laya ng inyong adres ang babayalan sa career.	Naka-depende pong talaga sa laya ng inyong adres ang babayaran sa courier.
937	prc078	critical	0.5	0.643	kapag, umorder, ng, higit, sampu, wholesale, rate, kayo	kapag umorder po kayo ng higit sa sampu, bibigyan ko kayo ng wholesale rate.	Tapag umoder po kayo na naihidit sa sampo, bibigyan ko kayo ng full-serie.	Kapag umorder po kayo ng hijit sa sampo, bibigyan ko kaya ng full salary.
201	dlv102	critical	0.48	0.667	po, ipapadala, ng, resibo, mula, courier, ko	ipapadala ko po sa messenger ang screenshot ng resibo mula sa courier.	Ipapagdala ko sa Messenger ang screenshot na na-received mo la sa career.	Ipapadal ako po sa messenger ang screenshot na narecebo mula sa courier.
702	obj093	critical	0.48	0.667	nakatitiyak, ako, magugustuhan, produktong, napili, ninyo	nakatitiyak ako na magugustuhan din ng inyong asawa ang produktong napili ninyo.	Dahat iti akakon na mabubustong din ng inyong asawa ang produkong napihingin nyo.	Takatitiyak ako na magbubustuhan din ng inyong asawa ang produktong napihingin nyo.
979	prc120	critical	0.48	0.667	bale, twenty, lang, nadagdag, kaya, masyadong	bale twenty pesos lang naman po ang nadagdag kaya hindi masyadong mabigat.	Bari 20 pesos na naman po ang nadalidad paya hindi mas hardong mabigat.	Mali 20 pesos na naman po ang madalidad kaya hindi masyadong mabigat.
598	num089	critical	0.455	0.696	eighteen, po, ng, ating, kliyente, rizal, inorder	eighteen pieces po ang inorder ng ating suking kliyente sa rizal.	Dating pieces to ang inorder na hatin suking cliente sa bisal.	18 pieces po ang in-order ng ating suking kliyentes sa Rizal.
399	fup090	critical	0.552	0.6	nais, ko, pong, nasaan, ang, ipinangako, ninyong, na	nais ko lang pong i follow up kung nasaan na ang ipinangako ninyong feedback form.	Naiso lang pang i-follow up kung mahasan na napinano akong yung feedback form.	Naayos ko lang pong i-follow up kung masahanan, ipignan ako nun yung feedback form.
226	dlv127	critical	0.538	0.615	po, aming, opisina, gustong, mag, pick, up, ang, para	bukas po ang aming opisina para sa mga gustong mag pick up ng order.	Bukas pa kami ang bisinat para sa mga gusto mabikap ng order.	Bukas po kami abisina pa sa mga gustong mag pickup ng order.
451	grt042	critical	0.538	0.615	maaari, ng, ilang, saglit, kinukuha, impormasyon	maaari po bang maghintay ng ilang saglit habang kinukuha ko ang inyong impormasyon?	Paali po bang maghintay na nilang secret habang kinukawa ko ang inyong informasyon?	Maari po bang maghintay na nilang sagret habang kinukuha ko ang inyong informasyon?
653	obj044	critical	0.545	0.609	ilalagay, cart, ninyo, makalimutan, mamaya	ilalagay ko muna sa inyong cart para hindi ninyo makalimutan mamaya.	Zalagay ko muna sa inyong park para hindi niya makahingyuntan namaya.	Isalagay ko muna sa inyong car para hindi ninyo makahingutan na maya.
934	prc075	critical	0.571	0.593	kasama, presyong, taon, warranty, ng, iyan	kasama na po sa presyong iyan ang isang taon na warranty ng produkto.	Pasama na po sa price ang iyan ang isang tao na waran din ang produkto.	Kasama na po sa presyon niyan ang isang tao na waran din ang produkto.
536	num027	critical	0.583	0.583	four, fifty, pesos, singil, express, shipping, dagdag	four fifty pesos po ang dagdag na singil para sa express shipping natin.	$4.50 po ang dagdag na sinyal para sa expershiping natin.	P450 po ang dadad na sinyal para sa extra shipping natin.
696	obj087	critical	0.5	0.667	maniwala, ginhawa, maibibigay, nito, pamilya	maniwala po kayo, malaking ginhawa ang maibibigay nito sa inyong pamilya.	Maniwana po kayo, malaking din hawa ang may bibigay nita sa inyong paniyah.	Maniwan na po kayo. Malaking ginihawa ang may bibigay nito sa inyong pamilya.
237	dlv138	critical	0.48	0.696	loob, subdivision, ang, address, na, ninyo	kasama po ba sa loob ng subdivision ang address na binigay ninyo?	Kasama po ba sa lob na ang sub-division ng AIStaff binigay nyo?	Kasama po ba sa lockdown subdivision ng address na binigay nyo?
469	grt060	critical	0.48	0.696	hello, si, sarah, pala, tumulong, katanungan, po	hello po! si sarah pala ito, handang tumulong sa inyong mga katanungan.	Pero po ang sasara para ito, handang tumubyong sa inyong mga katanong man.	Pilopo si Sarah para ito, handang tumulong sa inyong mga katanuman.
576	num067	critical	0.476	0.7	three, twenty, pesos, ipapadala, ninyong, gcash	three twenty pesos po ang ipapadala ninyong bayad sa aming gcash.	$3.20 po ang ipapadahan yung bayad sa aming Zcash.	P320 po ang ipapadala niyang bayad sa aming GCash.
735	obj126	critical	0.462	0.714	huwag, kayong, mag, alala, kung, nakaranas, kayo, noong, ng	huwag kayong mag alala kung nakaranas kayo ng palpak na order noong mga nakaraan.	Popay ang mga lalakong nakaranaskin ng palpak na order ng mga nakaraan.	Huwag kayong mag-alala kung nakaraan na skinning palpak na order ng mga nakaraan.
405	fup096	critical	0.533	0.643	itanong, naibigay, ninyo, na, ang, flyers, nais, ko, kaibigan	nais ko lang itanong kung naibigay ninyo na sa inyong kaibigan ang aming flyers.	Nais ko lang yung tanong kung nai-biga yung inyo sa inyong kaibigan ng aming fires.	Naayos pa lang italong kung naibigay ninyo na sa inyong kaibigyan ng aming flyers.
149	dlv050	critical	0.538	0.64	aasikasuhin, ko, maipadala, ang, ninyo	aasikasuhin ko po agad para maipadala natin ang order ninyo mamayang gabi.	Asi kasi ninto po agad para may padalan natin ng order niyo mamayang gabi.	Asikasin ko po agad para may pagdala natin ng order nyo mamayang gabi.
242	dlv143	critical	0.538	0.64	ang, magti, text, inyo, ng, eksaktong	yung delivery partner po natin ang magti text sa inyo ng eksaktong amount.	Yung delivery partner po natin na mag-detect sa inya na exacto amount.	yung delivery partner po natin na magdetect sa inya ng exact amount.
493	grt084	critical	0.467	0.714	hello, po, si, tricia, maitutulong, ko, niyo	hello po, magandang araw! si tricia po ito, anong maitutulong ko sa order niyo?	Helo kong magandang araw. Sitwi siya po ito. Anong ay dito mo po sa order nyo?	Hello po, magandang araw. Sa Trisha po ito. Anong maituturo ko sa order nyo?
551	num042	critical	0.636	0.545	three, thousand, fifty, pesos, sisingilin, ng	three thousand fifty pesos po ang sisingilin ng rider sa inyong pinto.	$3,050 po ang sisigin ng rider sa inyong pinto.	P3,050 po ang sisingiling na rider sa inyong pinto.
604	num095	critical	0.545	0.636	august, twenty, eight, date, ngayon	august twenty eight po ang tamang date ngayon sa ating sistema.	Pocus na di po ang tamang dating niyan sa ating sistema.	Focus 28 po ang tamang date niya yan sa ating sistema.
946	prc087	critical	0.545	0.636	one, thousand, eight, hundred, nakikita, total	one thousand eight hundred po ang nakikita kong total dito sa system.	1,800 po ang naritita kong portal dito sa system.	1,800 po ang nakitita kong total dito sa system.
340	fup031	critical	0.516	0.667	sakali, pong, kayong, nangangailangan, produkto, irekomenda, niyo	sakali pong may kakilala kayong nangangailangan ng aming produkto, baka pwede niyo kaming irekomenda.	Sa halip po may kakilala kayo na nangaylangan ng aming produk po, baka pwede niyo kaming irikomenda.	Sakali po may kakilala kayo nangangailangan ng aming produkto, baka pwede nyo kaming i-recommend ah.
677	obj068	critical	0.519	0.667	wag, po, kayong, matakot, mag, bayad, gcash	wag po kayong matakot mag bayad online, secured po ang system ng gcash natin.	Bumpuk ay matakat madbayat online, secured po ang system ng G-tash natin.	Huwag po kayo matakot magbayad online. Secured po ang system ng GTash natin.
1006	prc147	critical	0.593	0.593	naipon, ninyong, ilalagay, ko, bilang, points	ilalagay ko po bilang discount yung naipon ninyong points sa inyong loyalty card.	Pizara, bago po, bidang discount yun ay punin yung points sa inyong loyalty card.	Bilara dito po bilang discount yun na ipunin yung coin sa inyong loyalty card.
188	dlv089	critical	0.522	0.667	kapag, bumagyo, po, kaunting, delay, byahe	kapag bumagyo po, asahan po natin na may kaunting delay sa byahe.	Pag-bumadipo, asahan po natin na may kontin dili sa diahe.	Kapag bumali po, asahan po natin na may konting dilay sa biyahe.
519	num010	critical	0.522	0.667	twenty, eight, medyo, busy, aming, courier	friday po ngayon, august twenty eight, kaya medyo busy ang aming courier.	Friday po ngayon, August 28, kaya may jobisi ang anong career.	Friday po ngayon, August 28, kaya medyo busy ang aning career year.
813	pay054	critical	0.609	0.583	pay, cash, once, your, arrives	you can pay the rider directly with cash once your package arrives.	You can buy the rider directly with Dashponsure package or rags.	You can buy the rider directly with dashboards or package or rads.
417	grt008	critical	0.667	0.526	can, i, assist, with, you	good day! what can i assist you with right now?	Good day, what you nasty stupid right now.	Good day, what's your nasty stupid right now?
863	prc004	critical	0.6	0.6	one, thousand, bibilhin, niyo	one thousand pesos na lang po kung bibilhin niyo ngayon.	1,000 pesos na lang po kung bibili ninyo ngayon.	P1,000 pesos na lang po kung bibili nyo ngayon.
708	obj099	critical	0.56	0.64	maiintindihan, ganyan, presyo, nagamit, ninyo	maiintindihan po ninyo kung bakit ganyan ang presyo kapag nagamit ninyo na.	Maingtingdian po ninyo kung bakit yan yan ang pesyo kapag naisamid niya na.	Maintindihan po ninyo kung bakit na yan ang presyo kapag nagdamid nyo na.
489	grt080	critical	0.581	0.621	talaga, aasikasuhin, agad, ang, niyo	sorry po talaga for the inconvenience. aasikasuhin ko na po agad ang request niyo.	Sorry po talagdawa for the inconvenience. Pasi kasi kasi hindi ko na po odrad ng request nyo.	Sorry po talagang daw for the inconvenience. Pasi kasuhin ko na po adagang request nyo.
138	dlv039	critical	0.538	0.667	niyo, nang, kunin, ang, aming, point, pick, up	yes po, pwede niyo nang kunin ang item sa aming pick up point.	Yes po, pwede ngayon ng pwunin ng item sa amin Pick Up Why.	Yes po, pwede nilang kunin ang item sa aming pickup Y.
692	obj083	critical	0.538	0.667	nakakasiguro, kayong, namin, iyan, ipagkakalat	nakakasiguro po kayong safe ang inyong details, hindi po namin iyan ipagkakalat.	Nakakasigong mo po kayo safe ang inyong details. Hindi po naring yan di pagpakalat.	Nakakasiguro po kayo safe ang inyong details. Hindi po narin yan ipagpakalat.
3	cls004	critical	0.571	0.636	paumanhin, po, anumang, ninyong, pagbubutihin, pagkukulang	paumanhin po sa anumang pagkukulang, asahan ninyong pagbubutihin pa namin ito.	Paumanhing sa anang pagkukulang, asahan yung pabubutihin pa namin ito.	Pakumanhin po sa anong pangkukulang, asahan ninyong pabubutihin pa namin ito.
929	prc070	critical	0.571	0.636	bale, yung, downpayment, fifty, percent	bale yung downpayment po natin ay fifty percent ng total price.	Mari indong payment po natin ay 50% ng total price.	Mari yung down payment po natin ay 50% ng total price.
913	prc054	critical	0.593	0.615	ah, sagad, na, maibibigay, diyan	sorry po ah, pero sagad na po ang discount na maibibigay ko diyan.	Sorry po ang, pero sa dada po ang discount na may bibigay ko jarn.	Sorry po Ang, pero sadada po ang discount na may ibibigay ko dyan.
1101	prd092	critical	0.615	0.593	magkaiba, mahal, siya, nang, kaunti	magkaiba po ang material na ginamit dito kaya mas mahal siya nang kaunti.	Ota, iba po ang material na ginamit dito, kaya mas mahasyon ng tohonte.	Mag-try ba po ang material na ginamit dito kaya mas makasya ng konti?
67	cls068	critical	0.519	0.692	maraming, time, niyo, at, ingat, byahe	sige po, maraming salamat sa time niyo at ingat po palagi sa byahe!	Sige po, marani salamat sa timing nyo. Kat, iya po palagi sa biya hey.	Sige po, maraming salamat sa tayo ninyo at iyan po palagi sa biyahe.
756	obj147	critical	0.692	0.519	huwag, po, kayong, badyet, mahiya, na, kaya, ng	huwag po kayong mahiya na sabihin sa akin kung hindi kaya ng badyet.	Magpukay ang mahiya na sabihin sa akin kung hindi kaya ng bad yet.	Huwag po kayo mahiyana sabihin sa akin kung hindi kayo yan nang bad yet.
874	prc015	critical	0.545	0.667	ng, timing, niyo, nagbagsak, presyo	ang ganda po ng timing niyo, nagbagsak presyo po kami kahapon.	Ang ganda po nagtiming nyo, nabagsak, pero siya po kami kahapon.	Ang ganda po ng timing nyo, di ba, sa presya po kami kahapon.
30	cls031	critical	0.571	0.643	na, i, finalize, ang, maka, usad, nating	pwede na po nating i finalize ang inyong payment para maka usad na tayo.	Pwede niya po nating ikaw niya na raysang inyong payment para makaksod na tayo.	Pwede na po natin i-fine-rise ng inyong payment para maka-chado tayo.
338	fup029	critical	0.5	0.714	para, sakaling, kailanganin, niyo, ulit, ang, serbisyo	nandito lang po ako para mag assist sakaling kailanganin niyo ulit ang aming serbisyo.	Nandito lang po ako kaya mag-assist sa kaling telangan ninyuulay ng aming servicio.	Nandito lang po ako para mag-assist sakaling kailangan ninyo ulit ng aming servisyo.
455	grt046	critical	0.5	0.714	naku, pasensya, paghihintay, lang, po, mag, load, ang, matagal	naku, pasensya na po sa paghihintay. medyo matagal lang po mag load ang system namin.	Nakukpasensyon na po sa padihin pay, medyo matagal ng pumaglad ng system namin.	Naku, pasensya na po sa paghihintay. Medyo matadal nang pumaglad ang system namin.
636	obj027	critical	0.5	0.714	strict, no, refund, policy, kapag, nabuksan	sorry po, strict po kasi kami sa no refund policy kapag nabuksan na.	Sorry po, straight po kasi kami sa nori fan pa nais ikapan na buksan na.	Sorry po, straight po kasi kami sa no refund pa, naisi ka pal nabuksan na.
846	pay087	critical	0.571	0.643	paki, an, po, nang, malinaw, resibo, ang	paki picture an po nang malinaw ang resibo para mabasa namin ang reference number.	Aki-picture mo mo din ako ang recebo para mabasa namin ang reference number.	Okay, picture lang po naman din akong resibo para mabasa namin ang reference number.
108	dlv009	critical	0.583	0.64	medyo, natagalan, ang, pagbalot, binili, patawad	patawad po dahil medyo natagalan ang pagbalot namin sa inyong mga binili.	Patawad po dahil ito nagtadala ng pabarot namin sa inyong mga binile.	Patawag po dahil nensyo na talala ng pagbalot namin sa inyong mga binili.
431	grt022	critical	0.6	0.625	thank, you, si, ano, pong, maitutulong, grace	hi, thank you for calling! si grace po ito, ano pong maitutulong ko sa inyo?	Hi, Dicey for calling. Say, Grace po ito. Tanakok may da-tulong ko sa inyo?	Hi! Thank you for calling. So, il-raised po ito. Para po kong maitotulong ko sa inyo?
182	dlv083	critical	0.56	0.667	ibabalot, nang, maayos, masira, byahe	ibabalot po namin ito nang maayos para hindi masira sa mahabang byahe.	Ibababi po namin ito ng mayos para hindi mas sira sa mahabang beahe.	Ibabarap po namin ito ng maayos para hindi masila sa mahabang biyahe.
241	dlv142	critical	0.538	0.692	siguraduhin, po, ninyong, matanggap, ang	siguraduhin po ninyong may tao sa bahay para matanggap ang inyong order.	Sibula din pa rin yung may tao sa bahay para matpanda pang inyong order.	Sigurado rin po rin yung may tao sa bahay para matpanggap ang inyong order.
185	dlv086	critical	0.6	0.632	sa, lingo, byahe, aming, ang	sa lingo po ay walang byahe ang aming logistics partner.	Sanin ko po ay walang gaya ang aning logistics partner.	Sa linggo po ay walang biyayang aning logistics partner.
403	fup094	critical	0.519	0.714	binabalikan, ko, hiningi, ninyong, ng, naming, produkto	binabalikan ko po ang hiningi ninyong listahan ng mga bagong dating naming produkto ngayon.	Minabarikan po ang hingingin yung listahan ang mga bagong dating namin kodokto ngayon.	Binabalikan ko po ang hinginihin niyong listahan ang mga bagong dating namin produkto ngayon.
180	dlv081	critical	0.6	0.64	may, dagdag, pong, singil, ang, courier, kapag	may dagdag pong singil ang courier kapag out of town ang inyong address.	Pag-out-of-town ang inyong address.	Pineda po si ngilang courier kapag out of town ang inyong address.
374	fup065	critical	0.6	0.645	pasensya, abala, yung, naiwang, balanse, ninyo, lang	pasensya na po sa abala, gusto ko lang i follow up yung naiwang balanse ninyo.	Pasensyon na po sa bala, gusto ko lang i-follow up ang mayyong balansin nyo.	Pasensya na po sa bala. Gusto ko nang i-follow up yung may iwang balansin nyo.
915	prc056	critical	0.636	0.609	ng, item, iyan, eight, hundred	ang regular price po ng item na iyan ay eight hundred pesos.	Ang regular price po na itin dyan ay 800 pesos.	Ang regular price po na itin na yan ay 800 pesos.
790	pay031	critical	0.538	0.714	wag, po, kayong, ibabalik, ang, lalong, panahon, pera	wag po kayong mag alala, ibabalik namin ang inyong pera sa lalong madaling panahon.	Mabukayong mag-alala, ibabalit namin ng inyong pera sa narong madaling panakon.	Huwag po kayong mag-alala. Ibabalit namin ang inyong pero sa larong madaling panahon.
419	grt010	critical	0.588	0.667	how, can, we, am, called	i am glad you called, how can we help?	I'm glad you called. Help me help.	I'm glad you call. How can you help?
916	prc057	critical	0.667	0.588	three, thousand, five, hundred, pesos	the total amount due is three thousand five hundred pesos.	The total amount due is 3,500 pesos.	The total amount due is P3,500.
458	grt049	critical	0.545	0.714	paumanhin, sarado, tuwing, five, ng, mensahe, po, pm	paumanhin po, sarado na kami tuwing five pm. mag iwan na lang po ng mensahe.	Pamaninig po sa lada na kami at 2-5 pm, mag-iwan na lang po namin sa hey.	Sa lada na kami tuwing 5pm, mag-iwan na lang po ng mensahe.
444	grt035	critical	0.593	0.667	hayaan, niyo, tutulungan, ma, resolve, ito, kayong	i understand your concern po. hayaan niyo at tutulungan ko kayong ma resolve ito.	I understand your concern po. Hayan nyo at utulungan ko kayong malasol dito.	I understand your concern po. Hayaan nyo at tutulungan ko kayo malisol dito.
99	cls100	critical	0.571	0.69	babye, mag, ingat, po, kayo, palagi	sige po, thank you so much again, babye at mag ingat po kayo palagi!	Sige po. Thank you so much again. Bye-bye at magingat. Bukay pala day.	Sige po. Thank you so much again. Bye bye at magingat po kayo pala, Jay.
581	num072	critical	0.632	0.632	one, thousand, eight, hundred, pesos	one thousand eight hundred pesos po ang sisingilin sa inyo total.	P1,800 po ang sisingilin sa inyo total.	P1,800 po ang sisingilin sa inyo total.
716	obj107	critical	0.643	0.621	wag, po, kayong, mag, alala, tatagal, kung, pricey	wag po kayong mag alala kung medyo pricey, mas tatagal naman po ito sa inyo.	Kung pukay mong dalalakong medyo pricey, mas takadal naman po ito sa inyo.	Huwag po kayong magdalala akong medyo presi. Mas tatadal naman po ito sa inyo.
606	num097	critical	0.571	0.7	one, thousand, ninety, presyo, bagong, pesos	one thousand ninety pesos po ang presyo ng bagong sapatos natin.	1,90 pesos po ang priceo ng bakong sapatos natin.	P1,090 po ang presyo ng bagong sapatos natin.
992	prc133	critical	0.571	0.7	hahatiin, dalawang, hulog, kabuuang	hahatiin po natin sa dalawang hulog ang inyong kabuuang bayarin.	Hating po natin sa 2 ang gulog ng inyong kabuang bayarin.	Hating po natin sa dalawang gulog ang inyong kabuang bayarin.
550	num041	critical	0.636	0.636	five, hundred, eight, ilagay, ninyo, number	order reference number five hundred eight po ang ilagay ninyo sa form.	Order reference number 508 po ang ilagayin niyo sa form.	Order Reference No. 508 po ang ilagay nyo sa form.
247	dlv148	critical	0.609	0.667	please, allow, twenty, four, tracking	please allow twenty four hours for the tracking system to fully update.	Pays about 24 hours for the trapping system to fully update.	Place a lot 24 hours for the tracking system to fully update.
582	num073	critical	0.609	0.667	four, thirty, pm, kanto, ang	four thirty pm po darating ang delivery rider sa inyong kanto.	4.30 p.m. po darating ang delivery rider sa inyong canto.	4.30pm po darating yung Delivery Rider sa inyong kanto.
922	prc063	critical	0.609	0.667	four, hundred, including, labor, pesos	that will be four hundred pesos per square meter, including labor.	That will be 400 pesos per square meter in footing the board.	That will be P400 per square meter, including the bore.
628	obj019	critical	0.583	0.696	nag, aalangan, kayo, nabasa, ninyong	patawad po kung nag aalangan kayo dahil sa mga nabasa ninyong balita.	Patawad po kung nadaanang ang real dahil sa mga nabasan yung balita.	Patawad po kung nadalangan kayo dahil sa mga nabasan niyong balita.
785	pay026	critical	0.583	0.696	pasensya, nag, fail, transaction, ninyo, credit, card	pasensya na po, pero nag fail kasi yung credit card transaction ninyo.	Pasensyon na po, pero nad-phase kasi yung credit card transasyon nyo.	Pasensya na po, pero nag-fave kasi yung predator transaction nyo.
14	cls015	critical	0.667	0.615	paki, ang, inyong, telepono, check	paki check po ang inyong telepono mamaya para sa official text ng courier.	Baki-check po in yung telepon ng mamaya para sa official text ng courier.	Pakicheck po in yung telepon na mamaya para sa official text ng courier.
719	obj110	critical	0.643	0.643	naiintindihan, inyo, ang, pini, present, ko	naiintindihan ko po na mahalaga sa inyo ang quality, kaya ito ang pini present ko.	Naintindihan ko po na mahalaga sa inyong quality, kaya ito ang pinipresent po.	Naintindihan ko po na mahalaga sa inyong quality kaya ito ang pinipresent po.
746	obj137	critical	0.621	0.667	wag, niyo, na, iba, pong	wag niyo na pong isipin yung bad experience niyo, iba po kami mag alaga.	Pong di mo po, isipin yung bad experience yung, di ba po kami mag-alaga?	Hindi na po isipin yung bad experience nyo. Diba po kami mag-alaga.
295	eng046	critical	0.6	0.7	that, item, nine, hundred, ninety	that item is currently on sale for nine hundred ninety pesos.	The heighten is currently on sale for 990 pesos.	The item is currently on sale for 990 pesos.
607	num098	critical	0.6	0.7	six, am, po, kayo, tumawag, bukas	six am po kayo tumawag bukas para sa inyong advanced reservation.	Sisi bukayo tumag-bukas para sa inyong Advanced Reservation.	60 po kayo tumakabukas para sa inyong advanced reservation.
872	prc013	critical	0.7	0.6	fifty, percent, upon, we, checkout	we will automatically apply the fifty percent discount upon checkout!	We will automatically apply the 50% discount up on checkout.	You will automatically apply the 50% discount upon check-out.
105	dlv006	critical	0.615	0.692	naku, pasensya, nagka, aberya, kaninang	naku, pasensya na po at nagka aberya sa sorting center kaninang madaling araw.	Nako, pasensyan na po at nag-aaberya sa sorting center kanina madaling araw.	Nako, pasensya na po at nag-aabirya sa Sorting Center kanina madaling araw.
334	fup025	critical	0.593	0.714	paumanhin, istorbo, nais, i, verify, natuloy, lang	paumanhin po sa istorbo, nais ko lang i verify kung natuloy ang inyong lakad.	Pamanin po sa istobok, nice ko lang iverify kung maturay ang inyong lakad.	Paumanhin po sa istobo, naayos ko nang i-verify kung matuloy ang inyong lakad.
976	prc117	critical	0.615	0.692	po, alisin, niyo, nang, kaunti, nating	pwede po nating alisin yung add ons kung gusto niyo makatipid nang kaunti.	Pwede pa nating alising yung add-ons kung gusto yung makatipid ng comte.	Pwede po natin alisin yung add-ons kung gusto nyo makatipid ng konti.
1000	prc141	critical	0.667	0.64	isasama, hiningi, ninyong, libreng	isasama ko na po sa invoice yung hiningi ninyong libreng paper bag.	Sesama ko na po sa invoice yun hininingin yung Libang Paper Bag.	Sasama ko na po sa invoice yung hinining yung V-Bank paper bag.
892	prc033	critical	0.667	0.643	sigurado, kayo, luge, niyo, para	sigurado po kayong hindi kayo luge sa binayaran niyo para sa item na ito.	Sigurada po kayong hindi ilubes sa binayaran nyo pa sa item na ito.	Sigurada po kayong hindi ti-lulis sa binayaran nyo pa sa item na ito.
440	grt031	critical	0.6	0.714	umaga, po, speaking, may, kailangan, and	hello and magandang umaga! divine po speaking, may kailangan po ba tayong i check?	Hello, and magandang, o Maga Divine Postity, yung umaytay lang ang po ba tayong i-check.	Hello, ang magandang Umada Divine Post Tiki. May kailangan po ba tayong i-check?
1015	prd006	critical	0.636	0.696	huling, piraso, nabenta, kaninang	pasensya na ha, huling piraso na pala yung nabenta kaninang umaga.	Pasensya na ha, guling pilaso na pala yung nabenda kaninyang umaga.	Pasensya na ha, uling piraso na pala yung nabenda kaninyang umaga ha.
15	cls016	critical	0.667	0.667	one, thousand, two, hundred, fifty	your final total is exactly one thousand two hundred fifty pesos today.	Your final total is exactly 1,250 pesos today.	Your final total is exactly 1,250 pesos today.
1040	prd031	critical	0.667	0.667	naka, sale, din, napili, ninyo	tamang tama po, naka sale din po yung item na napili ninyo ngayon.	Tamang-tama po, nakasiling po yung item na napiling yung ngayon.	Tamang-tama po. Nakasealing po yung item na napiliin nyo ngayon.
433	grt024	critical	0.621	0.714	good, afternoon, paano, masisigurong, niyo, ko	good afternoon po! si joy ito, paano ko masisigurong maayos ang order niyo ngayon?	Pudak tundun po, si Joy ito, paan ko kasi sigurong maayos ang order nyo ngayon.	Pudato nun po, si Joy ito. Paano kong sisigurong maayos ang order niyo ngayon?
465	grt056	critical	0.625	0.71	pag, contact, si, hannah, kayo, maa	hello, salamat sa pag contact sa amin! si hannah po ito, paano ko kayo maa assist?	Hello, salamat sa pagkontak sa amin. Siya na po ito, paano ko ka yung mga assist?	Hello, salamat sa pagkontak sa amin. Siya na po ito. Paano ko kayo ma-assist?
518	num009	critical	0.643	0.692	ipapadala, twelve, pieces, box, laman	twelve pieces po ang laman ng isang box na ipapadala namin sa inyo.	Pero at business po ang laman ng isang ba sa ipaparo na namin sa inyo.	Drug Business po ang lamang ng isang bus na ipapadala namin sa inyo.
232	dlv133	critical	0.64	0.696	babalik, contact, kaninang, umaga, na	babalik po ang rider kapag hindi niya kayo na contact kaninang umaga.	Baabalik po ang rider kapag hindi niya kayo na kontak kanin ang mada.	Mabalik po ang rider kapag hindi niya kayo nakontakt kaninang umada.
792	pay033	critical	0.643	0.714	hayaan, niyo, iche, ulit, ang	hayaan niyo po at iche check ko ulit sa finance department ang inyong bayad.	Hayahan nyo po at ichi-check ko alit sa finance department ng inyong bayad.	Hayahan nyo po at i-check ko ulit sa Finance Department ng inyong bayad.
594	num085	critical	0.696	0.696	eleven, huling, mag, pasko	december eleven po ang huling araw ng aming pasok bago mag pasko.	December 11 po ang kuning araw ng aming pasok bago magpasko.	December 11 po ang kuning araw ng aming pasok bago magpasko.
